text,label,prediction,category
"A simple void function grip() taking in no inputs will tighten the grippers until a certain threshold of pressure is reached, at which point the grippers will be lifted for carrying.",3.0,-0.2745478849206683,essays
A void function release() will perform this same action in reverse.,3.0,-0.37937487193932967,essays
"Antie will also need to follow several different kinds of chemical gradient trails: it will need to track the trails left by successful patrollers, and localize the source of food-odors and midden-odors.",3.1,-0.27974879624811516,essays
"Implementations of chemical gradient following robots using two sensors on “antennae” stalks has been successful in with analog robots in the past (Webb, 1998), regardless of the potential problem of airflow causing a disturbed gradient over evaporating pheromones.",3.0,-0.019497217501251534,essays
"As a partial control for the problem of imprecise sensing, a function will perform an analysis of the array information coming on from Antie’s four sensors on each stalk.",3.0,-0.25883148065715994,essays
The differences between these outputs is what is being compared everywhere there is a “left_IP” or “right_IP.”,3.0,-0.07141737862025457,essays
"Antie will use the chemical gradient algorithm of Braitenberg’s aggressive type 2 vehicle described in his book “Vehicles: Experiments in Synthetic Psychology,” as this was found through a series of experiments by Russell, et al (2003) to be very efficient when compared to several biomimetic models.",3.0,-0.22162617548749694,essays
"Because the same general algorithm will be followed for the localization of all three chemical traces, I will provide pseudocode for only one generic subroutine.",3.0,-0.2655263911819429,essays
Note that a portion of this subroutine does run on a schema basis:,3.0,-0.10385129119691956,essays
"Patrolling and foraging, too, occur for the most part outside of the nest, and have therefore been studied extensively (ex., Schafer, et al, 2006; Gordon, et al, 2002; Gordon, 2002; Gordon, 1987).",3.0,0.042962463305105725,essays
"Unfortunately, as of yet, no robot has managed to fool a human for more than a few seconds, and no robot has been created that can integrate itself into human society.",2.6,-0.08086440758695608,essays
"For the purposes of calls later in the pseudocode, I will refer to these subroutines as trailFollow(), findFood(), and findMidden().",2.9,-0.16009965343422192,essays
All three are void and take no inputs.,2.7,-0.1231360160814253,essays
The final common subroutine will be one for the identification of other ants.,3.1,-0.2202069524591069,essays
"When both sonar sensors are stimulated simultaneously, Antie will check hydrocarbon inputs and determine whether the detected object is a nestmate.",3.0,-0.12663056909685805,essays
"As harvester ants tend not to engage aggressively with non-nestmates, Antie will only identify other ants as ants if they belong to its nest.",3.0,-0.2936504998651355,essays
Proposal for a Red Harvester Ant Robot: Colony Infiltration and Task Switching,3.0,-0.1677857700209473,essays
Antie will attempt to determine the tasks of other ants by sensing only the n-alkene levels.,3.0,-0.45739427608546573,essays
The code will be similar to the object identification subroutine and may look something like this:,3.0,0.0633017039446064,essays
"Using these basic common behaviors, more complex behaviors may be coded.",3.0,0.04038153470064478,essays
"Red harvester ants do not retain one task throughout their lifespan, but instead change their behaviors as is appropriate for the colony (Gordon, 1996).",3.1,-0.11735206993082938,essays
"Research has shown that red harvester ants switch tasks partially as a function of age (ex., Ingram, et al, 2005) and partially as a function of interactions with other workers (ex., Schafer et al, 2006; Gordon, 2002; Greene & Gordon, 2007).",3.1,-0.07107375711450581,essays
"Younger ants work more inside the nest, and older ants work more outside the nest.",3.09,-0.10274107403189925,essays
"As a result, I will model the three main behaviors in the order that they are to be engaged in.",3.3,-0.08323591585218411,essays
"Midden work, which consists of moving dirt between the inside of the nest and the outside, will occur first; patrolling, which involves a shorter overall amount of time spent outside, will occur second; and foraging will be the final behavior.",3.1,-0.1383645043350162,essays
"Finally, I will discuss a main method encoding the task switching between these behaviors.",3.0,0.014700404676501234,essays
The midden work behavior will be Antie’s default initial behavior.,3.14,-0.2851265296204196,essays
"It will be initiated in the morning by the sunrise, and will continue until the outside temperature reaches 52­­­oC, at which point all red harvester ants must return to the nest.",2.9,-0.0780262668739358,essays
"As previously stated, a midden worker must identify midden, grasp it, and carry it to the surface, depositing it halfway down the mound before returning to collect more midden.",2.9,-0.10426838324209155,essays
A program encoding this behavior might look like this:,3.0,-0.009021108890750478,essays
"These three behaviors each present different puzzles to the ant and to the modeler, though there is some overlap, particularly with navigational problems.",2.88,-0.25269350593706663,essays
"The second behavior, patrolling, involves two sub-behaviors: nest patrolling and trail patrolling.",3.0,-0.02304020003811576,essays
"Nest patrolling will involve leaving the nest, roaming around on the nest mound for a few minutes, and reentering the nest.",3.14,-0.05732890115952418,essays
"This behavior will be implemented in two parts, with a task-switching algorithm based on age.",3.0,0.0026907899423944076,essays
"Research shows that ants do change their behaviors based partly on their perceived life expectancy (Moron, et al, 2007), and that task-switching is partly genetically controlled by a switch in gene expression as the individual ages (Ingram, et al, 2005).",2.88,-0.03815646683201763,essays
It is therefore reasonable to assign a constant age at which Antie will switch from nest patrolling to trail patrolling.,3.0,0.014084815622175862,essays
"In order to perform both of these functions, Antie will need a subroutine to explore in a zig-zag fashion, as harvester ants do (Gordon, 34).",2.88,-0.3156454290636858,essays
"Harvester ants display a preference to wander in familiar territory, though foragers and patrollers do sometimes wander into other nests’ territories (Gordon, 57-60).",3.0,0.05127196747976733,essays
"In the case of midden work, Antie must be able to identify garbage, grasp it, carry it out of the nest, and deposit it about halfway down the mound before returning to repeat the process ad infinitum (or until stimulated to switch behaviors).",3.0,-0.38462121408370925,essays
"To control for this behavior, Antie’s explore subroutine will display a preference for exploration in places where there is a low gradient of nestmate pheromones.",3.1,-0.17296508533680024,essays
"This model is reasonable because patrollers and foragers change their explored territory from day to day, even though they do retain some more commonly chosen paths (Gordon, 45).",3.0,0.19237941401976377,essays
The code may look something like this:,3.0,0.19203568831536186,essays
"Patrolling may be divided into two distinct sub-behaviors, nest patrolling and trail patrolling.",3.0,-0.028043115090569413,essays
Nest patrollers will only call this behavior for a short distance before returning to the nest to idle for a few minutes and exit again.,3.1,-0.20966290800908213,essays
"Trail patrollers will go much further, until food sources are found, and will then orient towards the nest and create trails for the foragers to follow.",3.0,-0.00658376089271899,essays
"An ant engaged in nest patrolling must exit the nest at the proper time in the morning and wander about for a bit on the nest mound, presumably taking measurements of the temperature and humidity in some way and making sure that it is safe for the other ants to exit.",3.0,-0.1763383877235219,essays
A general site of food is all that the patroller need find; the foragers will dig through the sand for the food.,3.1,-0.13401965072233477,essays
Code for the patrolling behavior might look like this (note that part is on a schema basis):,3.0,-0.021120027982842085,essays
The integers nestpatrol_age and trailpatrol_age will represent the ages at which it is appropriate to switch to these tasks.,2.9,0.16014816119080372,essays
"Perhaps the level of degradation of the nest patrollers’ cuticular hydrocarbons after this short foray into the sun and heat acts as an indication of the outside conditions to the foragers, who may then, upon smelling the returning patroller, be stimulated either to forage or to remain inactive inside the nest.",3.0,-0.33799424667048505,essays
"The final behavior, foraging, will involve one extra subroutine that will employ an algorithm designed by R.",3.0,-0.17588737207967056,essays
Andrew Russell to localize an object through sand based on a chemical plume.,3.0,-0.10986473042117297,essays
"This will emulate the digging that foragers must often do in order to locate seeds, and will enable Antie to accurately retrieve seeds for its host nest.",3.0,-0.12841965001188785,essays
This algorithm will keep track of the last two intensities of the desired chemical input and compare them.,3.0,-0.1705659696002822,essays
It would also keep track of whether the last rotation was clockwise or counter-clockwise.,3.0,-0.025602445828963157,essays
"The code for this, adapted from Russell’s paper, might look like this:",3.0,0.03386929973897062,essays
"Foragers will follow trails marked by patrollers to their conclusion before collecting food to bring back to the nest, even if more tantalizing food presents itself in their path (Gordon, 47).",3.0,0.04054034560949323,essays
"To address this, a strict subsumption hierarchy will make sure that the foragers do not stop to collect food too soon.",3.0,-0.5195676095592449,essays
The code might look like this:,3.0,0.171120934646207,essays
"An ant engaged in trail patrolling must exit the nest, wander around searching for food sources, identify food upon discovery and return to the nest to show the foragers where the food is.",3.12,-0.29764998466263554,essays
"Of course, what makes Antie an innovative robot is the task-switching between these larger behaviors.",3.1,0.06255367019212006,essays
"Because the midden work behavior is Antie’s initial default behavior, I will not address task switching to midden work.",2.9,-0.21232834792158936,essays
"Workers probably switch to patrolling based on their perceived life expectancy and as a function of a gene whose expression changes between young and old ants, and this is easily emulated using a clock pulse counter in Antie’s CPU that will count its “age” since last boot.",3.0,-0.0858974990224775,essays
"To remind the reader, this technique was implemented earlier in this proposal to create the limited task-switching between nest patrolling and trail patrolling.",3.0,-0.03914515975694668,essays
"The switch from patrolling to foraging has been modeled as a function of successful foragers’ returns with great accuracy by Schafer, et al (2006), and evidence from experiments in which successful foragers were removed before reentry to the nest does support the theory that returning successful foragers have an effect on the activation of new foragers (Gordon, 2002).",3.2,0.08093576364381695,essays
"Infiltrating insect societies, however, is much simpler.",2.89,-0.11904531444885955,essays
"This is thought to be accomplished by the deposition of chemical markers from a gland on the abdomen that the patroller drags along the ground on her return route to the nest that the foragers may then follow (Gordon, 33-34; Holldobler et al, 1990, as cited in Webb, 1998).",3.0,-0.01354458331854277,essays
Activated foragers form a queue to exit the nest and exit at a steady rate.,3.0,-0.0778053509978555,essays
"According to Schafer’s, et al. model of forager activation, every time a successful forager returns and no foragers are currently in line to exit, a fraction (modeled at 0.0035) of inactive foragers joins the queue.",3.0,-0.18212478989836148,essays
"For the purposes of modeling Antie, I will assume that the switches between these behaviors are permanent, irreversible and partly a function of age, with new foragers being activated by returning successful foragers.",2.88,-0.1960632902719261,essays
The code to model this task-switching might look something like this:,3.11,-0.048303443715774656,essays
Conclusion,3.0,0.014462639410775923,essays
"Antie will be a fully autonomous, situated and embodied agent, infiltrating a red harvester ant colony and providing valuable information not only about the hypothesized rules of these ants’ behaviors and their task-switching thresholds, but also about the combination of complex behaviors into a single autonomous system with the ability to switch between behaviors as necessary.",3.2,-0.22805440609422972,essays
"In addition to following these trails to the food, foragers must also be able to identify food, grasp it and carry it back to the nest.",3.0,-0.08649721067108056,essays
"Biomimetic robots have long been a rich source of information for both biologists and robotics engineers, and complex robots that can switch tasks as the situation demands and communicate information about current tasks could be useful for further studies of complex robot behaviors as well as for the obvious practical applications of robot swarms, such as on the battlefield and standard building maintenance.",3.0,-0.04548226731059607,essays
REFERENCES,3.0,0.33696288999575025,essays
"Ants engaged in all three behaviors must be able to identify other nestmates and their current tasks (as well as indicate to other ants their own nestmate status and current task), walk, navigate both within and outside of the nest, and of course switch tasks at appropriate times.",3.0,0.04631609595098644,essays
"Extensive research has been done on the interactions of social insects such as honeybees, ants and cockroaches, and in fact robots have passed undetected in cockroach society performing single simple behaviors already (Halloy et al, 2007).",3.1,0.10475574476660977,essays
The Agent,2.9,0.06010841773065489,essays
Chassis,3.0,0.03681922921428086,essays
Antie will be implemented on a tiny Road Warrior robotic system.,3.2,-0.21123529259022644,essays
"Behaviors will be coded in Interactive C, for which some pseudocode is included.",3.0,-0.012831151777405108,essays
"Sensors will include a thermometer, photoreceptors, bump sensors, a polarization compass, and a series of chemical receptors.",3.0,0.19642133644965346,essays
"Antie be a circular robot, no more than 1cm in diameter (the length of a red harvester ant), with two driving wheels and one rear wheel for stabilization.",3.1,-0.2012570648718357,essays
A gripper will be located on the front of the robot consisting of two elongated tongs.,3.11,0.1055423651740504,essays
"Antie will also feature a skirt of bump sensors, sonar detectors and chemical emitters, including sacs of hydrocarbons extracted from ants of the nest being infiltrated and pheromones for successful patrolling and foraging.",3.11,-0.17701403067828578,essays
These sacs will be refilled at a filling station each morning as Antie determines that they are getting depleted.,3.11,-0.32258769036132545,essays
Antie will likewise recharge at a special station at night just inside the nest entrance.,3.14,0.03886267866093064,essays
"For the purposes of this proposal, I will assume that Antie has enough battery life to remain powered the whole day.",3.0,0.17973012002794272,essays
A rudimentary blueprint of Antie is attached.,3.0,-0.15275782635817903,essays
Sensors,3.0,0.20580538239873408,essays
"In order to inform itself about its environment, Antie will need a number of sensors.",3.0,-0.21552615820960852,essays
"In an attempt to mimic the red harvester ant as closely as possible, these sensors include a thermometer, photoreceptors, bump sensors and sonar, a polarization compass, and a series of chemical receptors on a pair of stalks corresponding to the antennae.",3.09,-0.12098840721854479,essays
"On its front grippers, Antie will have a tactile skin to sense pressure.",3.0,-0.16113143941303631,essays
The locations of the rest of these sensors will depend on their function.,3.0,0.13521383787396807,essays
"The thermometer will be located on the rear of the robot to keep it out of the way, and will detect and input to the robot the outside temperature in degrees Celsius.",3.0,0.037740763387405625,essays
"Harvester ants do not exit the nest when the outside temperature is above 52 degrees Celsius (Gordon, 9), and the ability to use a temperature gradient will enable in-nest navigation.",3.0,-0.06026990262526272,essays
Antie will also be equipped with one photoreceptor located in the middle of the top of its chassis corresponding to the ant’s eyes.,3.0,-0.09578622718135398,essays
"These will be useful for initiating patrolling behavior in the morning and shutting off behaviors at night: the patrollers first poke their heads out of the nest shortly after sunrise and scuttle back in at night (Gordon, 5).",3.12,-0.06558680911554078,essays
"No robot has yet been constructed, however, that could pass undetected within a colony of the red harvester ants species Pogonomyrmex barbatus; nor has a robot managed to pass undetected in a society of insects while combining in its design several different behaviors and the thresholds of stimulation required to switch between them.",2.9,-0.01331693209526391,essays
The bump sensors and sonar will form a skirt around Antie to keep it from colliding with other objects.,3.1,-0.18771694680769638,essays
"The sonar will constantly be detecting nearby objects and initiate an escape maneuver when their inputs pass a certain threshold of stimulation, and the bump sensors will, when depressed, also initiate the escape function.",3.0,-0.28081364664354563,essays
"The sonar will correspond to the ant’s limited optical object detection ability, and the bump sensors will allow the robot to detect collisions.",3.1,-0.3332763335724227,essays
"The polarization compass will consist of two polarized light sensors placed at 45 and -45 degrees from the center front of Antie, respectively, that will orient Antie towards a desired polarization pattern.",3.1,0.03485502342492972,essays
"These sensors would correspond to the cells in the ants’ eyes sensitive to polarized light, and research has shown that many insects, including ants, do navigate using a path integration system synthesizing input from a polarization compasses and from a sort of odometer (Labhart, et al, 2002).",2.9,0.08849237190330336,essays
"Antie would use a system for processing the input from its polarization compass based on the compass designed by Lambrinos, Moller, Labhart, Pfeifer and Wehner in 2000, consisting of two photodiodes with blue filters and polarizers.",3.0,-0.06612727152151944,essays
"The difference of their logarithmized signals would be returned to Antie, who will use a simultaneous model to navigate returns to the nest: Upon each exit from the nest, Antie will take a single 360o scan of the sky, and will orient itself according to an analytical procedure to derive compass information from different polarization patterns perceived later.",3.0,-0.2194073866568367,essays
"This should be sufficient to return Antie to the nest, given the accuracy achieved by Lambrinos, et al and the relatively short periods of time that harvester ants spend outside the nest before returning.",3.0,-0.052316533544931494,essays
"True, the USA has not suffered a successful major attack since 9/11, but this does not mean that we are safer.",2.6,0.03192748687234873,blog
"The terrorists could strike any time they choose, through any of the numerous loopholes so well reported in our media.",2.8,-0.16248575714356395,blog
"This website and everything on it is in the Public Domain, so you may use it freely, even without attribution.",3.0,0.34023373911221466,blog
"But they have chosen not to attack, perhaps because they are waiting to produce an effect even greater than the 9/11 attacks, so they do not appear to be losing strength.",2.6,-0.09022546983424719,blog
What could be more spectacular than the 9/11 attacks?,2.8,-0.07043765078851613,blog
Nuclear!,2.9,0.17398666294000478,blog
Or massive bio-chemical attack!,2.8,-0.6986519459674889,blog
And I think this is what they are waiting for.,3.2,0.20898853609865573,blog
"All of our frantic preparations may have had some effect in preventing small-time casual attacks, but they cannot stop a serious planned attack, any more than a mere door lock can stop a serious robber who really wants to get into your house.",2.5,-0.2865456052594644,blog
"So the Bush administration can keep claiming that we are safer now, under their policies.",3.0,0.7897144816226068,blog
"But this claim is merely feel-good propaganda, intended to keep the neo-cons in power.",2.9,0.11608608081559538,blog
It cannot withstand clear-headed scrutiny.,2.7,-0.6938546793250137,blog
"The fact is, Bush policies have failed completely even to diminish terrorism, much less defeat it.",2.0,-0.5266551324127409,blog
"By trying to ""stamp out"" terrorism by killing terrorists, Bush and Israel have made things infinitely worse for us: more dangerous, not safer.",2.1,-0.6680094812689774,blog
"And proof that Bush has failed may come at any moment, explosively, with one big successful attack here in the USA.",2.6,-0.21446412378676363,blog
May God help us all.,2.5,0.735286547902417,blog
"BACKGROUND , September 11, 2004",3.0,-0.4344564601198414,blog
WHAT IS TERRORISM?,2.5,-0.38913383998713286,blog
"TERRORISM is ""the systematic use of violence to create a general climate of fear in a population and thereby to bring about a particular political objective.",2.9,-0.5885451478934316,blog
"We believe that any terrorist act is a crime against humanity and against the will of God, because it deliberately intends to injure and kill innocent people.",2.4,-0.47383031895995137,blog
"Three years have now gone by since the September 11th attacks in 2001, and terrorism is a far greater threat to us now than it was then.",2.5,-0.2694054860674456,blog
NEUTRALIZING TERRORISM,2.8,-0.257913780124508,blog
Our purpose here is to NEUTRALIZE TERRORISM by removing the motivation for it.,3.1,-0.25479825038214,blog
"Without motivation, terrorism will quickly die down, like a plant without water.",2.9,-0.6760485416424642,blog
"We completely reject the idea that terrorism can be defeated by brute force, because brute force radicalizes the moderates, and they then join the terrorists.",2.8,-0.501151434573922,blog
So you end up fighting the entire population.,2.7,-1.1169403573129504,blog
"Brute force has failed in Palestine, and it is failing in Iraq.",2.8,-0.8527767070127554,blog
"We try to be even-handed in opposing all terrorism, although we recognize that the greatest terrorist threat in the world today comes from radical Muslims who falsely believe that Allah approves of their criminal behavior against Israel, The United States, Russia, India, the Philippines, Australia, and others whom they falsely believe to be ""waging war against Allah.",2.8,0.014153124406506526,blog
"And the second-greatest terrorist threat comes from several countries, mainly Israel, who sometimes resort to terrorism themselves, claiming ""self-defense,"" as they desperately try to prevent further attacks by radical Muslims.",2.6,-0.20161881464785616,blog
"In all of these cases above, if the radical Muslims would cease their attacks, all terrorism on both sides of every dispute would quickly end.",2.7,-0.30071884769028023,blog
"Beyond these two sources, there is virtually no terrorist activity in the world, with the possible exception of localized disputes such as in Northern Ireland and occasional domestic episodes in various places involving isolated disaffected groups.",2.92,-0.13658934759228455,blog
"The number and severity of terrorist attacks worldwide has increased dramatically, as has the number of active terrorists.",2.3,-0.19322716439518692,blog
The moral and religious theories which support terrorism are quite faulty and erroneous.,2.7,-0.4257005130370256,blog
They need to be identified and attacked.,2.2,-0.9274740877849416,blog
"If the terrorist loses faith in the righteousness of his acts, he is less likely to perform them.",2.9,-0.5029600582485747,blog
"EXAMPLE 1: ""Terrorists Offend Allah.""",2.6,-0.24565403229208443,blog
"EXAMPLE 2: ""Terrorist Murderers Insult Allah, Bring Shame To Islam""",1.9,-0.3624323671582496,blog
"EXAMPLE 3 (LATEST AND BEST! - Framed Below): ""Qur'an Forbids Terrorism""",3.2,0.032889766684706744,blog
"In every case of terrorism, we will find some kind of legitimate underlying grievance.",2.9,-0.39774372834268806,blog
"If we eliminate the legitimate grievances, we have eliminated much of the motivation.",3.1,-0.5874490865365305,blog
"Is this ""negotiating with terrorists"" or ""trying to appease the terrorists,"" as some Israeli/NeoCons would try to say?",2.7,-0.1155421930115096,blog
No.,2.7,-0.1359286290994848,blog
"It is simply recognizing the realities of human motivation, right or wrong.",3.1,0.03795533697808389,blog
The Anti-Terrorist - Undermining The Motivation For Terrorism,2.9,-0.2706113271783218,blog
"To deny reality, as the Israeli/NeoCons do, is to invite disaster, as they have done.",2.6,-0.5918166108321766,blog
BIG PICTURE,3.0,0.26774416936135387,blog
A big picture of our entire Anti-Terrorism strategy can be found at our website,2.9,-0.03061242736892667,blog
Blessings to you.,4.0,1.658883673287165,blog
"Before 9/11, terrorism was confined to a small number of extremist individuals, loosely linked by radical Islam and hatred of Israel and its sole supporter, the USA.",2.9,-0.37005246102122646,blog
May God help us all.,2.7,0.735286547902417,blog
Blessings to you.,3.73,1.658883673287165,blog
May God help us all.,2.5,0.735286547902417,blog
"Rev. Bill McGinnis, Director - LoveAllPeople.org",3.1,0.49897178615938664,blog
"By Rev. Bill McGinnis , Director - LoveAllPeople.org",3.18,0.5023790003599099,blog
"Now, many more moderate Muslims have become radicalized, world-wide, willing to kill innocent civilians in order to achieve their purposes.",2.5,-0.15074620820000323,blog
"And the serious targets have expanded to include civilians in Russia, India, Maylasia, the Philippines, Spain, and elsewhere, as well as Israel and its sole supporter, the United States.",2.36,0.08903663764701313,blog
"Paul Wilson describes the transition from the Introduction to the Exposition as “quite abrupt and seemingly unmotivated,”",2.7,-0.3256844833646388,essays
"Wilson, 173.",3.0,0.10600432809855245,essays
but it is in fact this motivic relationship that ties them together and creates a rather smooth transition.,3.1,0.7337468515322487,essays
The Exposition,3.0,0.1422435690483756,essays
"Although the motivic relationship between the Introduction and the first theme of the exposition smooth the transition, nearly every other element changes when the first theme appears.",3.0,0.2980644283613799,essays
Harmonic Structure and Form,3.2,0.3773107617130363,essays
The drastic tempo and meter changes as well as the first appearances of staccato articulations make it clear to the listener that the introduction is over.,2.9,-0.11061853511875604,essays
"As mentioned, the first theme, the beginning of which is reproduced in Example 8, contains two head motives: the first is the tritone-spanning ascent that appears in the first measure, and the second is an iteration of the interval cell (+5, -2, +5) that appears in the second through third measures.",3.0,0.17751842455395186,essays
Bartók describes the form of the first movement as “more or less regular sonata form.”,3.0,0.2442950674919418,essays
"While the presence of the perfect fourths that was so prevalent in the Introduction is clear in the latter, the former does not employ the perfect fourth in its formation.",3.0,0.48057976826563353,essays
"Rather, this motive is a small-scale representation of the tonic-dominant relationship of tritone partners, specifically F and B, that is the basis for the harmonic structure of this movement.",3.0,0.23490780711603435,essays
"Rhythmically, we have a dissonance between the melody, which follows the written meter, and the accompanying chords in the bassoons, horns and lower strings.",3.0,0.11879835000829937,essays
"Example 9 reproduces the chords, and Example 10 rewrites them in a meter that is more consistent with their rhythmic pattern.",3.0,0.10077119582308898,essays
"As Example 10 shows, the chords are more-or-less in duple meter (4/8 and 2/8) with one “hiccup” occurring in the 5/8 measure.",3.1,0.06435722877674145,essays
This is in strict metric dissonance with the triple meter of the melody (with its own “hiccups” occurring in the written 2/8 measures).,3.0,0.06896136673242338,essays
"As we will later see, this dissonance disappears when this theme returns in the recapitulation.",2.86,-0.06838732566117448,essays
"While that does not seem to be a meaningful assertion, it is perfectly accurate: the movement is in sonata form, but there is an introduction that does not relate thematically to any other parts of the movement (not unheard of in Mozart sonatas), and the recapitulation presents the two themes of the exposition in reverse order.",3.0,0.31865463523666865,essays
"We have already mentioned that the first theme group is in F—this is made clear from the onset, both in the melodic line and by the F minor triad that occurs on the downbeat of measure 77.",2.9,0.24648150832891283,essays
"While the material occasionally departs from this F in measures 76-94, these departures are all subordinate to the prolonged F.",3.0,-0.20928264196478172,essays
"E♭ is the tonal center for measures 95-134, although it does not appear as a strong bass note until measure 131.",3.0,0.14434309274715193,essays
"Measures 95-130 contain a mostly chromatic descent from C to E♭, where E♭ is anticipated throughout as a goal tone for the bass.",3.0,0.08397099007332708,essays
Example 11 illustrates this structure.,3.0,-0.043384853795898196,essays
"Immediately following the arrival of E♭ in the bass, C♯ (D♭) is established as the tonal center for the final transition to the second theme.",3.14,0.16964731070167094,essays
"The trombone motive in measures 134-141, shown in Example 12, is the subject of the fugato section in part 3 of the development, although its importance is downplayed here.",3.0,0.0762629347549147,essays
"Note that the initial G♯ is a pickup to the section in C♯, which fills in the whole-tone descent from E♭ to C♯ with the intervening fourth.",3.0,0.05920569845856652,essays
"This motive also contains the intervallic cell of the second head motive of the first theme in the form of G♯-C♯-B-E (with the addition of some passing tones), in addition to consisting largely of motion by perfect fourths.",3.0,0.2941882410438767,essays
Wilson claims that C and E♭ are “local dominants” to F in this first section of the exposition.,3.0,0.1285086812062477,essays
"While the strong V-I motion from measures 90-91 does carry a tonal implication of dominant-tonic, such cadential bass motion does not imply anything about structural function in this context.",3.0,0.11027408643983129,essays
"E♭, furthermore, is not convincingly established as a dominant-functioning tone at all.",2.9,0.03943215545986514,essays
"The passage from measures 85-89 is centered on E♭ (and the pentatonic set from the opening of the exposition is transposed down a whole step), but its mere presence as local tonic does not signify any sort of dominant function.",3.0,0.1887772726702855,essays
"Rather, we can consider this occurrence of E♭ as a middleground-level whole-tone descent that foreshadows the structural descent to E♭ at measure 131 that is represented in Example 2.",3.0,-0.22293275411955535,essays
"In measures 91-95, the bass descends F-E♭-D♭-C, which might seem to support C’s functioning as structural dominant.",3.0,-0.0038530813681707378,essays
"However, as previously mentioned, C acts as a “fake” dominant that in measures 149-155 actually functions as an upper neighbor to B, the “true” dominant.",3.0,0.04353578516104342,essays
"The descent in measures 91-95 in fact participates in the farce by projecting a descent ending on C, which makes the eventual reinterpretation of C and descent to B stronger.",3.1,-0.2991092424467004,essays
"This creates both a smooth transition to the second theme and a strong sense that a new section is beginning, a combination that is generally rather difficult to forge.",3.0,0.3057515180280902,essays
"The second theme is tranquil and harmonically simple, which is in stark contrast to the first theme.",3.14,0.5210220353886429,essays
B dominates as tonal center from measures 155-191 with little or no harmonic motion away from it.,2.88,0.1695812987283001,essays
The “backwards” recapitulation is a technique that Bartók employs frequently because of the formal symmetry it creates.,3.0,0.2953590018425155,essays
"Measures 192-197 are in E♭, with the bass notes in the harp, and measures 198-209 are in D♭.",2.9,0.16880570102194695,essays
A♭ intervenes between E♭ and D♭ in measure 195—another instance of the whole-tone being “filled in” by a fourth.,3.0,0.014476486668832275,essays
The return to B in measure 210 is also filled-in in this way by F♯ in measures 208-209.,3.0,0.11204375725488849,essays
"Hence, measures 155-210 constitute the bass progression B-E♭-D♭-B; the same stepwise descent (E♭-D♭) occurred in the first theme group while F rather than B was being prolonged.",3.0,-0.04503258621642001,essays
"Paul Wilson points out that “[i]n substituting for F within an analogous structure, B receives confirmation at this point as the crucial interior center of the movement.”",3.0,0.23355182936874946,essays
"“[i]n substituting for F within an analogous structure, B receives confirmation at this point as the crucial interior center of the movement.”",3.0,0.23310399005426966,essays
"In our terminology, this is the point at which B is unequivocally established as the structural dominant.",3.0,-0.013948564384819255,essays
The Development,3.18,0.14493302250407467,essays
"As mentioned, the development is divided into three subsections.",3.0,-0.10510773970542504,essays
"In Example 2, the entire development section is represented by exactly three pitches, and indeed each subsection is associated with one of these three pitches as its tonal center—none of these pitches is involved in the structural whole-tone descent.",3.0,-0.014811929279318197,essays
"As Paul Wilson states, the development “is, for Bartók’s music, developmental in a relatively conventional way”; the themes from the exposition are expanded and modified, and tonalities other than those expected arise.",3.18,0.2514020085036546,essays
"“is, for Bartók’s music, developmental in a relatively conventional way”",3.0,0.3756719755478008,essays
"For example, the fifth string quartet.",3.0,0.2980835383836075,essays
"The only slight abnormality, though it is certainly not unheard of even in classical-period sonata movements, is the emergence of a new theme in the second section of the development.",3.0,0.21978584763152664,essays
"Although Wilson claims that this theme is based on “a transformation in rhythm and contour of the second head-motive of [the first-theme],”",3.0,0.22187143368367127,essays
"“a transformation in rhythm and contour of the second head-motive of [the first-theme],”",3.0,0.22279678799340308,essays
"Also see Bartók’s comments on that (Bartók, 414).",3.0,0.11094507606762523,essays
"Wilson, 182.",3.0,0.06404477633293448,essays
"there is no intervallic relationship between the two motives, and it is not clear what elements of a motive remain when rhythm, contour and interval content are changed.",2.88,0.09053553625759773,essays
"Before beginning an analysis of any piece by Béla Bartók, one must first decide to what degree tonal analysis will be used.",3.0,-0.17294475840897275,essays
"Furthermore, this section, being the middle section of the movement, upholds the formal symmetry if interpreted as its own theme.",3.0,0.5047268583550303,essays
"The first section of the development, measures 231-271, begins with a big D-minor chord which immediately establishes D as the tonal center for the section.",2.86,0.11560843423075184,essays
"Although it moves to E♭ minor in measure 239, it returns to D minor in measure 248, which suggests that E♭ is an upper neighbor prolonging D.",3.0,0.2154305875950755,essays
Example 1 shows a diagram of the form of the movement; the symmetry is apparent within the seven sections following the introduction.,3.0,0.26568927084918215,essays
"The passage beginning at measure 248, shown in Example 13, can be considered to be the “theme” of this section, and is a development of the second head motive of the first theme.",3.0,0.1725195601075338,essays
This motive undergoes inversion and extension throughout the section.,3.0,0.020757627849122995,essays
"While Wilson rightly identifies the resultant set of measures 261-264 as 6-Z50 ([014679]), identifying it as such does not offer much analytical insight until we point out that this is a simple extension of the intervallic sequence (+5, -2, +5) from the original motive.",3.0,0.06146477448237925,essays
The second section of the development is in C♯ (which is sometimes spelled D♭).,2.9,0.14749732106119923,essays
This section is reproduced as Example 14.,3.0,-0.14731793195411158,essays
"This section returns to the calm simplicity (and tempo) of the second section, though apart from affect there are no references to that section.",3.0,0.19717504045349496,essays
